image,raw_loss,raw_loss_mean_50,raw_loss_std_50,low_mean_50,mid_mean_50,high_mean_50,low_std_50,mid_std_50,high_std_50,raw_loss_mean_100,raw_loss_std_100,low_mean_100,mid_mean_100,high_mean_100,low_std_100,mid_std_100,high_std_100,raw_loss_mean_150,raw_loss_std_150,low_mean_150,mid_mean_150,high_mean_150,low_std_150,mid_std_150,high_std_150,raw_loss_mean_200,raw_loss_std_200,low_mean_200,mid_mean_200,high_mean_200,low_std_200,mid_std_200,high_std_200,raw_loss_mean_300,raw_loss_std_300,low_mean_300,mid_mean_300,high_mean_300,low_std_300,mid_std_300,high_std_300,raw_loss_mean_400,raw_loss_std_400,low_mean_400,mid_mean_400,high_mean_400,low_std_400,mid_std_400,high_std_400,raw_loss_mean_500,raw_loss_std_500,low_mean_500,mid_mean_500,high_mean_500,low_std_500,mid_std_500,high_std_500,raw_loss_mean_750,raw_loss_std_750,low_mean_750,mid_mean_750,high_mean_750,low_std_750,mid_std_750,high_std_750
members/member_0.png,0.12664707005023956,0.1957336664199829,0.008298715576529503,0.03591649606823921,0.11439257860183716,0.17874446511268616,0.008480536751449108,0.014810674823820591,0.013927757740020752,0.12664707005023956,0.007611002307385206,0.03097568079829216,0.08934160321950912,0.1073964387178421,0.007075096946209669,0.010746062733232975,0.008482695557177067,0.08862117677927017,0.005206774454563856,0.02879374660551548,0.06943836808204651,0.07097300887107849,0.0086364159360528,0.009450118988752365,0.005308687221258879,0.06605517119169235,0.003982387017458677,0.02612282708287239,0.05798645317554474,0.04632488265633583,0.005769664421677589,0.007326942402869463,0.003870242042466998,0.03704661503434181,0.0023564642760902643,0.021063853055238724,0.039444707334041595,0.020145367830991745,0.005606343969702721,0.005883893463760614,0.0014388998970389366,0.020981794223189354,0.0023297376465052366,0.01498012337833643,0.023512544110417366,0.008265441283583641,0.004752809647470713,0.002816764172166586,0.0004212961648590863,0.01027087215334177,0.0011622965103015304,0.010808015242218971,0.011552015319466591,0.0031157946214079857,0.004642619751393795,0.0013859930913895369,0.00010591147292871028,0.0006865711766295135,0.00012404462904669344,0.001344960299320519,0.0006088415975682437,0.00018243092927150428,0.0007044110679998994,3.07786904159002e-05,3.870360887958668e-05
members/member_1.png,0.13512857258319855,0.21997538208961487,0.010278409346938133,0.03833230584859848,0.12347263097763062,0.19691118597984314,0.011026625521481037,0.013651641085743904,0.014252523891627789,0.13512857258319855,0.008044863119721413,0.035236477851867676,0.09423869848251343,0.11481697112321854,0.008982310071587563,0.011283514089882374,0.006844449322670698,0.09610189497470856,0.00647399015724659,0.03448638319969177,0.07767987251281738,0.07396213710308075,0.009321280755102634,0.009346752427518368,0.005595540627837181,0.0716012492775917,0.004901817534118891,0.03058251366019249,0.06797938048839569,0.05138947442173958,0.007169872056692839,0.009203178808093071,0.004143581725656986,0.040843039751052856,0.0034092748537659645,0.029076553881168365,0.046882953494787216,0.02418198063969612,0.007418526802212,0.006738757248967886,0.0017171634826809168,0.024340162053704262,0.0020659365691244602,0.021372029557824135,0.02863934449851513,0.010092220269143581,0.005818366073071957,0.004554999992251396,0.0006999144097790122,0.012038897722959518,0.0013547074049711227,0.012699861079454422,0.014478044584393501,0.0038293905090540648,0.0033168650697916746,0.001988098956644535,0.00017319881590083241,0.0007730083307251334,9.271382441511378e-05,0.0011788536794483662,0.0007905776728875935,0.0002176717243855819,0.0005706445663236082,5.86069691053126e-05,4.181232725386508e-05
members/member_2.png,0.07258883118629456,0.11449800431728363,0.007539207115769386,0.034545160830020905,0.08187072724103928,0.10411465913057327,0.009477206505835056,0.00946804415434599,0.007616493850946426,0.07258883118629456,0.005323207471519709,0.028407497331500053,0.05400897562503815,0.06330746412277222,0.008714556694030762,0.009107358753681183,0.006539833266288042,0.05380330607295036,0.004428789019584656,0.028115401044487953,0.04369125887751579,0.04732232168316841,0.009447728283703327,0.005726327653974295,0.005231677554547787,0.04448280483484268,0.0046158041805028915,0.026145722717046738,0.03911614045500755,0.035327889025211334,0.008593492209911346,0.006632487755268812,0.004463364835828543,0.028574075549840927,0.00310557521879673,0.022877108305692673,0.028465723618865013,0.017899975180625916,0.008033638820052147,0.003939419519156218,0.0014539227122440934,0.01823554001748562,0.0021625752560794353,0.01846775971353054,0.020960060879588127,0.007875275798141956,0.00695348484441638,0.004012084100395441,0.0004743619356304407,0.010032818652689457,0.0014174515381455421,0.012973019853234291,0.01141824759542942,0.0029170054476708174,0.004801862873136997,0.0012116002617403865,0.00010537275375099853,0.000801875430624932,0.00019961896759923548,0.002514209132641554,0.0006041078013367951,0.00019811980018857867,0.0014751959824934602,3.190393908880651e-05,8.284675277536735e-05
members/member_3.png,0.05218037590384483,0.08686167001724243,0.005919312126934528,0.03186970204114914,0.05646134540438652,0.07292366772890091,0.0086614228785038,0.007370638195425272,0.006738326046615839,0.05218037590384483,0.0045221224427223206,0.02619263157248497,0.03800606355071068,0.0415506586432457,0.008719406090676785,0.005935107357800007,0.004642936866730452,0.03743884712457657,0.003732285462319851,0.025659818202257156,0.028722329065203667,0.026294589042663574,0.009661814197897911,0.004899342078715563,0.003130206372588873,0.027358150109648705,0.0023835974279791117,0.019263839349150658,0.02397257834672928,0.017798107117414474,0.006932304240763187,0.004727956373244524,0.0018944828771054745,0.015616048127412796,0.0021424649748951197,0.016689980402588844,0.014971978962421417,0.008256364613771439,0.006382976192981005,0.0036006011068820953,0.0009694062755443156,0.0086103780195117,0.0014166972832754254,0.013154801912605762,0.00974858645349741,0.0039724744856357574,0.006708637811243534,0.002144656842574477,0.0003661280497908592,0.004673559218645096,0.0008581188158132136,0.009311619214713573,0.004776287358254194,0.0015377572271972895,0.00478208577260375,0.0007099410868249834,0.00012817283277399838,0.00038208888145163655,0.00012428555055521429,0.0011175816180184484,0.00024190130352508277,0.00011630972585408017,0.0008443161495961249,2.3899823645479046e-05,3.0026038075448014e-05
members/member_4.png,0.08258764445781708,0.13175545632839203,0.007199775893241167,0.03338530287146568,0.08239181339740753,0.1184413731098175,0.010327838361263275,0.008240683004260063,0.010166145861148834,0.08258764445781708,0.004690969362854958,0.027735071256756783,0.05913865193724632,0.07227911055088043,0.006820705719292164,0.008572892285883427,0.006533491425216198,0.05806966871023178,0.003961045760661364,0.02553742378950119,0.044208038598299026,0.04636521264910698,0.006930607836693525,0.0067148357629776,0.004296770319342613,0.041168708354234695,0.003963526804000139,0.02220037393271923,0.036147188395261765,0.029967600479722023,0.006647998001426458,0.005574289243668318,0.0023380161728709936,0.023776181042194366,0.002341692103073001,0.020578773692250252,0.020292624831199646,0.01337773073464632,0.006819429341703653,0.0037520485930144787,0.0009474347461946309,0.012607919983565807,0.0016293898224830627,0.015214936807751656,0.010508867911994457,0.005569564178586006,0.005541330203413963,0.0019278815016150475,0.00031940240296535194,0.006779842544347048,0.0013284888118505478,0.011668747290968895,0.0053381840698421,0.002128505613654852,0.0040003773756325245,0.001034438842907548,8.208740473492071e-05,0.0007118785288184881,0.00019606667046900839,0.0021865039598196745,0.00030216737650334835,0.0001514092000434175,0.0012509055668488145,4.660122067434713e-05,5.2853596571367234e-05
members/member_5.png,0.06554199755191803,0.11718941479921341,0.005797102116048336,0.03308277577161789,0.09288690239191055,0.09157491475343704,0.00926264002919197,0.009389730170369148,0.006698364391922951,0.06554199755191803,0.004681107122451067,0.030222702771425247,0.060707349330186844,0.04414813593029976,0.006598072592169046,0.008642459288239479,0.0036421495024114847,0.043637193739414215,0.00444608461111784,0.028368117287755013,0.04479166120290756,0.026879066601395607,0.00820748321712017,0.006471568718552589,0.002958001336082816,0.030807675793766975,0.00301755010150373,0.02478906884789467,0.0321461521089077,0.01746441423892975,0.00777403824031353,0.005358562804758549,0.0019063468789681792,0.01617022231221199,0.0021675757598131895,0.022579297423362732,0.01638866402208805,0.007164442911744118,0.009273355826735497,0.0034637069329619408,0.0007775330450385809,0.008396386168897152,0.0011927291052415967,0.015321323648095131,0.008477055467665195,0.0028796682599931955,0.005543785635381937,0.0024784954730421305,0.00023646450426895171,0.0044746678322553635,0.0010427016532048583,0.012136292643845081,0.0035560333635658026,0.0010849499376490712,0.005092764738947153,0.0008915052749216557,0.000130249114590697,0.00045202451292425394,0.00020052226318512112,0.0017371369758620858,0.00018644299416337162,0.00012798377429135144,0.0011670897947624326,5.023125413572416e-05,7.617964001838118e-05
members/member_6.png,0.0854720026254654,0.13373035192489624,0.0074685742147266865,0.028988370671868324,0.076340451836586,0.12646067142486572,0.008566186763346195,0.011225877329707146,0.012575497850775719,0.0854720026254654,0.005787443369626999,0.025577884167432785,0.05737287923693657,0.07871266454458237,0.008257725276052952,0.006769335828721523,0.006648896262049675,0.06279592216014862,0.005103835370391607,0.02072254568338394,0.047519516199827194,0.05481477081775665,0.006942813750356436,0.006535631604492664,0.005498167127370834,0.04802371934056282,0.00446312827989459,0.01804395392537117,0.04211137443780899,0.04111325368285179,0.007503672037273645,0.006372894626110792,0.00499342568218708,0.032030243426561356,0.003168291412293911,0.014744393527507782,0.0336715504527092,0.02272828109562397,0.0041832043789327145,0.006040193606168032,0.002328637521713972,0.01995902508497238,0.0024438309483230114,0.01344333402812481,0.023193754255771637,0.012136665172874928,0.004633602220565081,0.004947138950228691,0.0012335426872596145,0.012057211250066757,0.0016040062764659524,0.012414136901497841,0.014147553592920303,0.005151367746293545,0.005708104465156794,0.002432663692161441,0.00043784675654023886,0.0013458080356940627,0.0002644196501933038,0.003498471574857831,0.0012392789358273149,0.00027642500936053693,0.0019532383885234594,0.00011402009840821847,4.0987124521052465e-05
members/member_7.png,0.12885309755802155,0.20776771008968353,0.007995601743459702,0.037049803882837296,0.11291149258613586,0.20759959518909454,0.010136926546692848,0.011343445628881454,0.01316372025758028,0.12885309755802155,0.004365828819572926,0.033246852457523346,0.08817210793495178,0.11842892318964005,0.008325225673615932,0.008899381384253502,0.009027896448969841,0.08976355195045471,0.005163548048585653,0.029385998845100403,0.06735482811927795,0.07849419862031937,0.008761022239923477,0.007591763511300087,0.006139324977993965,0.06565142422914505,0.004580763168632984,0.02536485716700554,0.05557847395539284,0.05245933681726456,0.007623300887644291,0.006304477341473103,0.004105270840227604,0.035985060036182404,0.002643980085849762,0.02092577889561653,0.035281725227832794,0.02434908226132393,0.006300508510321379,0.005016256123781204,0.002279734704643488,0.020592639222741127,0.0024547684006392956,0.017217127606272697,0.024137644097208977,0.011067872866988182,0.00497075729072094,0.005107174627482891,0.0008602430461905897,0.010886680334806442,0.001358339679427445,0.011522355489432812,0.014778781682252884,0.0043434761464595795,0.005539010278880596,0.00281920307315886,0.00021358142839744687,0.0008075452060438693,0.0001187329035019502,0.00135320785921067,0.0008849289151839912,0.00023783824872225523,0.0006243656971491873,6.0785969253629446e-05,4.756766065838747e-05
members/member_8.png,0.048050764948129654,0.07857345044612885,0.00472576217725873,0.030425937846302986,0.06666484475135803,0.051760487258434296,0.007211522664874792,0.006974546704441309,0.005014200694859028,0.048050764948129654,0.004730639513581991,0.0281168632209301,0.04348792880773544,0.02792949602007866,0.009731557220220566,0.006611848250031471,0.005177866201847792,0.034964486956596375,0.003856756491586566,0.024171434342861176,0.033087946474552155,0.01719880849123001,0.007429380435496569,0.004977910779416561,0.0028040949255228043,0.025555910542607307,0.0030129707884043455,0.020371992141008377,0.026914916932582855,0.012746450491249561,0.00739131448790431,0.003967481665313244,0.00201985239982605,0.016010405495762825,0.0024972769897431135,0.01603585295379162,0.017983870580792427,0.005518770776689053,0.006301599554717541,0.0035495427437126637,0.0008345789974555373,0.010058999061584473,0.00163246167358011,0.014847375452518463,0.010654952377080917,0.0023390629794448614,0.007428412325680256,0.0016915808664634824,0.0002440066891722381,0.005399350076913834,0.0008972989744506776,0.0101285669952631,0.004695599898695946,0.0008752752910368145,0.0051361978985369205,0.0006959628080949187,6.214215682120994e-05,0.0005584342870861292,0.00021518312860280275,0.0019449158571660519,0.0002385132829658687,8.445137791568413e-05,0.001211805734783411,2.2507574612973258e-05,2.7267633413430303e-05
members/member_9.png,0.0906776487827301,0.150504469871521,0.007910444401204586,0.030252425000071526,0.07645641267299652,0.12781479954719543,0.007950958795845509,0.008944286964833736,0.008985785767436028,0.0906776487827301,0.005585276521742344,0.023204054683446884,0.05617998167872429,0.07833356410264969,0.007329435087740421,0.006548496428877115,0.006036644801497459,0.061325863003730774,0.005111090838909149,0.02084096521139145,0.04532383009791374,0.050350602716207504,0.0066244336776435375,0.006961756385862827,0.0033424291759729385,0.04458589851856232,0.003804734442383051,0.02010732889175415,0.0377100370824337,0.032058753073215485,0.006969800218939781,0.006696022115647793,0.002745707519352436,0.026701269671320915,0.00304003176279366,0.016952956095337868,0.026674693450331688,0.015245132148265839,0.005611356347799301,0.004622933454811573,0.001234106719493866,0.015502619557082653,0.0015219972701743245,0.012438041158020496,0.017179498448967934,0.006942336447536945,0.0049955775029957294,0.003614923683926463,0.0006058213184587657,0.008777480572462082,0.0013419752940535545,0.01065395399928093,0.010193269699811935,0.0028057533781975508,0.004853071644902229,0.0034681125544011593,0.00013888800458516926,0.0010203034617006779,0.00022060157789383084,0.0024022271391004324,0.0008691051625646651,0.0001764743064995855,0.0013859858736395836,8.902628178475425e-05,4.543211980490014e-05
