image,raw_loss,raw_loss_mean_50,raw_loss_std_50,low_mean_50,mid_mean_50,high_mean_50,low_std_50,mid_std_50,high_std_50,raw_loss_mean_100,raw_loss_std_100,low_mean_100,mid_mean_100,high_mean_100,low_std_100,mid_std_100,high_std_100,raw_loss_mean_150,raw_loss_std_150,low_mean_150,mid_mean_150,high_mean_150,low_std_150,mid_std_150,high_std_150,raw_loss_mean_200,raw_loss_std_200,low_mean_200,mid_mean_200,high_mean_200,low_std_200,mid_std_200,high_std_200,raw_loss_mean_300,raw_loss_std_300,low_mean_300,mid_mean_300,high_mean_300,low_std_300,mid_std_300,high_std_300,raw_loss_mean_400,raw_loss_std_400,low_mean_400,mid_mean_400,high_mean_400,low_std_400,mid_std_400,high_std_400,raw_loss_mean_500,raw_loss_std_500,low_mean_500,mid_mean_500,high_mean_500,low_std_500,mid_std_500,high_std_500,raw_loss_mean_750,raw_loss_std_750,low_mean_750,mid_mean_750,high_mean_750,low_std_750,mid_std_750,high_std_750,label
members/member_0.png,0.1266470700502395,0.1957336664199829,0.0082987155765295,0.0359164960682392,0.1143925786018371,0.1787444651126861,0.0084805367514491,0.0148106748238205,0.0139277577400207,0.1266470700502395,0.0076110023073852,0.0309756807982921,0.0893416032195091,0.1073964387178421,0.0070750969462096,0.0107460627332329,0.008482695557177,0.0886211767792701,0.0052067744545638,0.0287937466055154,0.0694383680820465,0.0709730088710784,0.0086364159360528,0.0094501189887523,0.0053086872212588,0.0660551711916923,0.0039823870174586,0.0261228270828723,0.0579864531755447,0.0463248826563358,0.0057696644216775,0.0073269424028694,0.0038702420424669,0.0370466150343418,0.0023564642760902,0.0210638530552387,0.0394447073340415,0.0201453678309917,0.0056063439697027,0.0058838934637606,0.0014388998970389,0.0209817942231893,0.0023297376465052,0.0149801233783364,0.0235125441104173,0.0082654412835836,0.0047528096474707,0.0028167641721665,0.000421296164859,0.0102708721533417,0.0011622965103015,0.0108080152422189,0.0115520153194665,0.0031157946214079,0.0046426197513937,0.0013859930913895,0.0001059114729287,0.0006865711766295,0.0001240446290466,0.0013449602993205,0.0006088415975682,0.0001824309292715,0.0007044110679998,3.07786904159002e-05,3.870360887958668e-05,1
members/member_1.png,0.1351285725831985,0.2199753820896148,0.0102784093469381,0.0383323058485984,0.1234726309776306,0.1969111859798431,0.011026625521481,0.0136516410857439,0.0142525238916277,0.1351285725831985,0.0080448631197214,0.0352364778518676,0.0942386984825134,0.1148169711232185,0.0089823100715875,0.0112835140898823,0.0068444493226706,0.0961018949747085,0.0064739901572465,0.0344863831996917,0.0776798725128173,0.0739621371030807,0.0093212807551026,0.0093467524275183,0.0055955406278371,0.0716012492775917,0.0049018175341188,0.0305825136601924,0.0679793804883956,0.0513894744217395,0.0071698720566928,0.009203178808093,0.0041435817256569,0.0408430397510528,0.0034092748537659,0.0290765538811683,0.0468829534947872,0.0241819806396961,0.007418526802212,0.0067387572489678,0.0017171634826809,0.0243401620537042,0.0020659365691244,0.0213720295578241,0.0286393444985151,0.0100922202691435,0.0058183660730719,0.0045549999922513,0.000699914409779,0.0120388977229595,0.0013547074049711,0.0126998610794544,0.0144780445843935,0.003829390509054,0.0033168650697916,0.0019880989566445,0.0001731988159008,0.0007730083307251,9.271382441511378e-05,0.0011788536794483,0.0007905776728875,0.0002176717243855,0.0005706445663236,5.86069691053126e-05,4.181232725386508e-05,1
members/member_2.png,0.0725888311862945,0.1144980043172836,0.0075392071157693,0.0345451608300209,0.0818707272410392,0.1041146591305732,0.009477206505835,0.0094680441543459,0.0076164938509464,0.0725888311862945,0.0053232074715197,0.0284074973315,0.0540089756250381,0.0633074641227722,0.0087145566940307,0.0091073587536811,0.006539833266288,0.0538033060729503,0.0044287890195846,0.0281154010444879,0.0436912588775157,0.0473223216831684,0.0094477282837033,0.0057263276539742,0.0052316775545477,0.0444828048348426,0.0046158041805028,0.0261457227170467,0.0391161404550075,0.0353278890252113,0.0085934922099113,0.0066324877552688,0.0044633648358285,0.0285740755498409,0.0031055752187967,0.0228771083056926,0.028465723618865,0.0178999751806259,0.0080336388200521,0.0039394195191562,0.001453922712244,0.0182355400174856,0.0021625752560794,0.0184677597135305,0.0209600608795881,0.0078752757981419,0.0069534848444163,0.0040120841003954,0.0004743619356304,0.0100328186526894,0.0014174515381455,0.0129730198532342,0.0114182475954294,0.0029170054476708,0.0048018628731369,0.0012116002617403,0.0001053727537509,0.0008018754306249,0.0001996189675992,0.0025142091326415,0.0006041078013367,0.0001981198001885,0.0014751959824934,3.190393908880651e-05,8.284675277536735e-05,1
members/member_3.png,0.0521803759038448,0.0868616700172424,0.0059193121269345,0.0318697020411491,0.0564613454043865,0.0729236677289009,0.0086614228785038,0.0073706381954252,0.0067383260466158,0.0521803759038448,0.0045221224427223,0.0261926315724849,0.0380060635507106,0.0415506586432457,0.0087194060906767,0.0059351073578,0.0046429368667304,0.0374388471245765,0.0037322854623198,0.0256598182022571,0.0287223290652036,0.0262945890426635,0.0096618141978979,0.0048993420787155,0.0031302063725888,0.0273581501096487,0.0023835974279791,0.0192638393491506,0.0239725783467292,0.0177981071174144,0.0069323042407631,0.0047279563732445,0.0018944828771054,0.0156160481274127,0.0021424649748951,0.0166899804025888,0.0149719789624214,0.0082563646137714,0.006382976192981,0.003600601106882,0.0009694062755443,0.0086103780195117,0.0014166972832754,0.0131548019126057,0.0097485864534974,0.0039724744856357,0.0067086378112435,0.0021446568425744,0.0003661280497908,0.004673559218645,0.0008581188158132,0.0093116192147135,0.0047762873582541,0.0015377572271972,0.0047820857726037,0.0007099410868249,0.0001281728327739,0.0003820888814516,0.0001242855505552,0.0011175816180184,0.000241901303525,0.000116309725854,0.0008443161495961,2.389982364547905e-05,3.0026038075448017e-05,1
members/member_4.png,0.082587644457817,0.131755456328392,0.0071997758932411,0.0333853028714656,0.0823918133974075,0.1184413731098175,0.0103278383612632,0.00824068300426,0.0101661458611488,0.082587644457817,0.0046909693628549,0.0277350712567567,0.0591386519372463,0.0722791105508804,0.0068207057192921,0.0085728922858834,0.0065334914252161,0.0580696687102317,0.0039610457606613,0.0255374237895011,0.044208038598299,0.0463652126491069,0.0069306078366935,0.0067148357629776,0.0042967703193426,0.0411687083542346,0.0039635268040001,0.0222003739327192,0.0361471883952617,0.029967600479722,0.0066479980014264,0.0055742892436683,0.0023380161728709,0.0237761810421943,0.002341692103073,0.0205787736922502,0.0202926248311996,0.0133777307346463,0.0068194293417036,0.0037520485930144,0.0009474347461946,0.0126079199835658,0.001629389822483,0.0152149368077516,0.0105088679119944,0.005569564178586,0.0055413302034139,0.001927881501615,0.0003194024029653,0.006779842544347,0.0013284888118505,0.0116687472909688,0.0053381840698421,0.0021285056136548,0.0040003773756325,0.0010344388429075,8.208740473492071e-05,0.0007118785288184,0.000196066670469,0.0021865039598196,0.0003021673765033,0.0001514092000434,0.0012509055668488,4.660122067434713e-05,5.2853596571367234e-05,1
members/member_5.png,0.065541997551918,0.1171894147992134,0.0057971021160483,0.0330827757716178,0.0928869023919105,0.091574914753437,0.0092626400291919,0.0093897301703691,0.0066983643919229,0.065541997551918,0.004681107122451,0.0302227027714252,0.0607073493301868,0.0441481359302997,0.006598072592169,0.0086424592882394,0.0036421495024114,0.0436371937394142,0.0044460846111178,0.028368117287755,0.0447916612029075,0.0268790666013956,0.0082074832171201,0.0064715687185525,0.0029580013360828,0.0308076757937669,0.0030175501015037,0.0247890688478946,0.0321461521089077,0.0174644142389297,0.0077740382403135,0.0053585628047585,0.0019063468789681,0.0161702223122119,0.0021675757598131,0.0225792974233627,0.016388664022088,0.0071644429117441,0.0092733558267354,0.0034637069329619,0.0007775330450385,0.0083963861688971,0.0011927291052415,0.0153213236480951,0.0084770554676651,0.0028796682599931,0.0055437856353819,0.0024784954730421,0.0002364645042689,0.0044746678322553,0.0010427016532048,0.012136292643845,0.0035560333635658,0.001084949937649,0.0050927647389471,0.0008915052749216,0.0001302491145906,0.0004520245129242,0.0002005222631851,0.001737136975862,0.0001864429941633,0.0001279837742913,0.0011670897947624,5.023125413572416e-05,7.617964001838118e-05,1
members/member_6.png,0.0854720026254654,0.1337303519248962,0.0074685742147266,0.0289883706718683,0.076340451836586,0.1264606714248657,0.0085661867633461,0.0112258773297071,0.0125754978507757,0.0854720026254654,0.0057874433696269,0.0255778841674327,0.0573728792369365,0.0787126645445823,0.0082577252760529,0.0067693358287215,0.0066488962620496,0.0627959221601486,0.0051038353703916,0.0207225456833839,0.0475195161998271,0.0548147708177566,0.0069428137503564,0.0065356316044926,0.0054981671273708,0.0480237193405628,0.0044631282798945,0.0180439539253711,0.0421113744378089,0.0411132536828517,0.0075036720372736,0.0063728946261107,0.004993425682187,0.0320302434265613,0.0031682914122939,0.0147443935275077,0.0336715504527092,0.0227282810956239,0.0041832043789327,0.006040193606168,0.0023286375217139,0.0199590250849723,0.002443830948323,0.0134433340281248,0.0231937542557716,0.0121366651728749,0.004633602220565,0.0049471389502286,0.0012335426872596,0.0120572112500667,0.0016040062764659,0.0124141369014978,0.0141475535929203,0.0051513677462935,0.0057081044651567,0.0024326636921614,0.0004378467565402,0.001345808035694,0.0002644196501933,0.0034984715748578,0.0012392789358273,0.0002764250093605,0.0019532383885234,0.0001140200984082,4.0987124521052465e-05,1
members/member_7.png,0.1288530975580215,0.2077677100896835,0.0079956017434597,0.0370498038828372,0.1129114925861358,0.2075995951890945,0.0101369265466928,0.0113434456288814,0.0131637202575802,0.1288530975580215,0.0043658288195729,0.0332468524575233,0.0881721079349517,0.11842892318964,0.0083252256736159,0.0088993813842535,0.0090278964489698,0.0897635519504547,0.0051635480485856,0.0293859988451004,0.0673548281192779,0.0784941986203193,0.0087610222399234,0.0075917635113,0.0061393249779939,0.065651424229145,0.0045807631686329,0.0253648571670055,0.0555784739553928,0.0524593368172645,0.0076233008876442,0.0063044773414731,0.0041052708402276,0.0359850600361824,0.0026439800858497,0.0209257788956165,0.0352817252278327,0.0243490822613239,0.0063005085103213,0.0050162561237812,0.0022797347046434,0.0205926392227411,0.0024547684006392,0.0172171276062726,0.0241376440972089,0.0110678728669881,0.0049707572907209,0.0051071746274828,0.0008602430461905,0.0108866803348064,0.0013583396794274,0.0115223554894328,0.0147787816822528,0.0043434761464595,0.0055390102788805,0.0028192030731588,0.0002135814283974,0.0008075452060438,0.0001187329035019,0.0013532078592106,0.0008849289151839,0.0002378382487222,0.0006243656971491,6.0785969253629446e-05,4.756766065838747e-05,1
members/member_8.png,0.0480507649481296,0.0785734504461288,0.0047257621772587,0.0304259378463029,0.066664844751358,0.0517604872584342,0.0072115226648747,0.0069745467044413,0.005014200694859,0.0480507649481296,0.0047306395135819,0.0281168632209301,0.0434879288077354,0.0279294960200786,0.0097315572202205,0.0066118482500314,0.0051778662018477,0.0349644869565963,0.0038567564915865,0.0241714343428611,0.0330879464745521,0.01719880849123,0.0074293804354965,0.0049779107794165,0.0028040949255228,0.0255559105426073,0.0030129707884043,0.0203719921410083,0.0269149169325828,0.0127464504912495,0.0073913144879043,0.0039674816653132,0.002019852399826,0.0160104054957628,0.0024972769897431,0.0160358529537916,0.0179838705807924,0.005518770776689,0.0063015995547175,0.0035495427437126,0.0008345789974555,0.0100589990615844,0.0016324616735801,0.0148473754525184,0.0106549523770809,0.0023390629794448,0.0074284123256802,0.0016915808664634,0.0002440066891722,0.0053993500769138,0.0008972989744506,0.0101285669952631,0.0046955998986959,0.0008752752910368,0.0051361978985369,0.0006959628080949,6.214215682120994e-05,0.0005584342870861,0.0002151831286028,0.001944915857166,0.0002385132829658,8.445137791568413e-05,0.0012118057347834,2.2507574612973255e-05,2.7267633413430303e-05,1
members/member_9.png,0.0906776487827301,0.150504469871521,0.0079104444012045,0.0302524250000715,0.0764564126729965,0.1278147995471954,0.0079509587958455,0.0089442869648337,0.008985785767436,0.0906776487827301,0.0055852765217423,0.0232040546834468,0.0561799816787242,0.0783335641026496,0.0073294350877404,0.0065484964288771,0.0060366448014974,0.0613258630037307,0.0051110908389091,0.0208409652113914,0.0453238300979137,0.0503506027162075,0.0066244336776435,0.0069617563858628,0.0033424291759729,0.0445858985185623,0.003804734442383,0.0201073288917541,0.0377100370824337,0.0320587530732154,0.0069698002189397,0.0066960221156477,0.0027457075193524,0.0267012696713209,0.0030400317627936,0.0169529560953378,0.0266746934503316,0.0152451321482658,0.0056113563477993,0.0046229334548115,0.0012341067194938,0.0155026195570826,0.0015219972701743,0.0124380411580204,0.0171794984489679,0.0069423364475369,0.0049955775029957,0.0036149236839264,0.0006058213184587,0.008777480572462,0.0013419752940535,0.0106539539992809,0.0101932696998119,0.0028057533781975,0.0048530716449022,0.0034681125544011,0.0001388880045851,0.0010203034617006,0.0002206015778938,0.0024022271391004,0.0008691051625646,0.0001764743064995,0.0013859858736395,8.902628178475425e-05,4.543211980490014e-05,1
